Index,Entry,Location,Category,Label
763,Q9UGL1,Nucleus,Nucleus,5
764,O15550,Nucleus,Nucleus,5
765,Q8N371,Nucleus,Nucleus,5
766,P23276,Cell membrane,Cell membrane,2
769,Q7Z7F0,Nucleus,Nucleus,5
770,Q07666,Nucleus,Nucleus,5
771,Q96Q89,Nucleus,Nucleus,5
772,Q2KJY2,Cytoplasm,Cytoplasm,4
773,P43627,Cell membrane,Cell membrane,2
774,Q99706,Cell membrane,Cell membrane,2
775,Q14952,Cell membrane,Cell membrane,2
776,Q14943,Cell membrane,Cell membrane,2
778,Q2TAC6,Cytoplasm,Cytoplasm,4
779,O43896,Cytoplasm,Cytoplasm,4
780,Q9UIL4,Cytoplasm,Cytoplasm,4
781,Q99661,Cytoplasm,Cytoplasm,4
782,O14782,Cytoplasm,Cytoplasm,4
783,O00142,Mitochondrion,Mitochondrion,8
784,Q2M2Z5,Cytoplasm,Cytoplasm,4
785,Q5H943,Cell membrane,Cell membrane,2
788,O95600,Nucleus,Nucleus,5
790,Q96M94,Nucleus,Nucleus,5
793,P05771,Cytoplasm,Cytoplasm,4
794,Q9BZL6,Cytoplasm,Cytoplasm,4
795,Q05655,Cytoplasm,Cytoplasm,4
825,Q6GTX8,Cell membrane,Cell membrane,2
826,Q16787,Secreted,Secreted,6
827,Q16363,Secreted,Secreted,6
828,O15230,Secreted,Secreted,6
829,A4D0S4,Secreted,Secreted,6
830,P11047,Secreted,Secreted,6
831,Q13753,Secreted,Secreted,6
832,P11279,Cell membrane,Cell membrane,2
833,Q01650,Cytoplasm,Cytoplasm,4
834,Q9NRM7,Cytoplasm,Cytoplasm,4
835,Q6XYB7,Nucleus,Nucleus,5
841,Q15048,Cytoplasm,Cytoplasm,4
842,Q8TF66,Membrane,Membrane,9
843,Q8N456,Cytoplasm,Cytoplasm,4
846,Q7Z2Q7,Membrane,Membrane,9
849,Q6UWE0,Cytoplasm,Cytoplasm,4
850,Q8ND56,Cytoplasm,Cytoplasm,4
851,Q13449,Cell membrane,Cell membrane,2
853,Q96LR2,Cytoplasm,Cytoplasm,4
854,Q16553,Cell membrane,Cell membrane,2
855,O95711,Secreted,Secreted,6
856,P16581,Cell membrane,Cell membrane,2
857,P16109,Cell membrane,Cell membrane,2
858,Q9NX58,Nucleus,Nucleus,5
859,Q8N1E2,Secreted,Secreted,6
860,O95274,Cell membrane,Cell membrane,2
861,Q6UWN5,Cell membrane,Cell membrane,2
862,Q99698,Cytoplasm,Cytoplasm,4
863,O60299,Cell junction,Cell junction,3
865,Q567V2,Membrane,Membrane,9
866,Q8TC57,Cytoplasm,Cytoplasm,4
867,Q16584,Cytoplasm,Cytoplasm,4
870,Q96JY0,Cytoplasm,Cytoplasm,4
871,Q8NHW3,Nucleus,Nucleus,5
877,Q96QZ7,Cell junction,Cell junction,3
878,Q86UL8,Cytoplasm,Cytoplasm,4
879,Q9H0U3,Cell membrane,Cell membrane,2
880,P20916,Cell membrane,Cell membrane,2
881,P48163,Cytoplasm,Cytoplasm,4
882,Q96JE9,Cytoplasm,Cytoplasm,4
883,Q8IW41,Cytoplasm,Cytoplasm,4
884,P29966,Cytoplasm,Cytoplasm,4
885,Q9UPY8,Cytoplasm,Cytoplasm,4
887,Q9P0N8,Endoplasmic reticulum membrane,Endoplasmic reticulum membrane,0
890,Q6ZN01,Nucleus,Nucleus,5
891,P61244,Nucleus,Nucleus,5
893,Q6ZWT7,Membrane,Membrane,9
894,P02686,Nucleus,Nucleus,5
895,Q5U623,Nucleus,Nucleus,5
896,O43772,Mitochondrion inner membrane,Mitochondrion,8
897,P59942,Mitochondrion,Mitochondrion,8
898,Q96PE7,Mitochondrion,Mitochondrion,8
899,Q86YT6,Cytoplasm,Cytoplasm,4
900,Q5XKP0,Mitochondrion inner membrane,Mitochondrion,8
901,Q9NX63,Mitochondrion inner membrane,Mitochondrion,8
902,Q6UXV4,Mitochondrion inner membrane,Mitochondrion,8
903,Q9BPX6,Mitochondrion inner membrane,Mitochondrion,8
904,Q8NAN2,Mitochondrion outer membrane,Mitochondrion,8
908,Q13875,Cytoplasm,Cytoplasm,4
909,O96007,Cytoplasm,Cytoplasm,4
911,Q96PD6,Endoplasmic reticulum membrane,Endoplasmic reticulum membrane,0
912,Q86VF5,Endoplasmic reticulum membrane,Endoplasmic reticulum membrane,0
918,Q8N3R9,Cell membrane,Cell membrane,2
919,O75439,Mitochondrion matrix,Mitochondrion,8
922,Q9NV56,Nucleus,Nucleus,5
923,Q6NTE8,Nucleus,Nucleus,5
924,Q7Z745,Cytoplasm,Cytoplasm,4
926,Q68CQ1,Membrane,Membrane,9
927,O15438,Membrane,Membrane,9
928,O15439,Membrane,Membrane,9
929,O43482,Nucleus,Nucleus,5
930,Q8N5Y2,Nucleus,Nucleus,5
931,Q9H3R0,Nucleus,Nucleus,5
932,Q6B0I6,Nucleus,Nucleus,5
933,P29375,Nucleus,Nucleus,5
934,Q9BY66,Nucleus,Nucleus,5
935,Q6ZMT4,Nucleus,Nucleus,5
936,O75525,Nucleus,Nucleus,5
937,Q9Y4X4,Nucleus,Nucleus,5
938,Q9BXK1,Nucleus,Nucleus,5
939,O43474,Nucleus,Nucleus,5
940,Q6TDP4,Cell junction,Cell junction,3
941,Q9UJP4,Cytoplasm,Cytoplasm,4
944,O60662,Cytoplasm,Cytoplasm,4
945,O95198,Cytoplasm,Cytoplasm,4
947,Q8IXQ5,Nucleus,Nucleus,5
948,Q9UBX7,Secreted,Secreted,6
950,O60259,Secreted,Secreted,6
951,Q9UEF7,Cell membrane,Cell membrane,2
952,D3W0D1,Cell membrane,Cell membrane,2
953,Q15139,Cytoplasm,Cytoplasm,4
954,Q05513,Cytoplasm,Cytoplasm,4
967,Q96MU8,Cell membrane,Cell membrane,2
968,Q96S38,Cytoplasm,Cytoplasm,4
971,Q9BVA0,Cytoplasm,Cytoplasm,4
972,A0A075B6P5,Secreted,Secreted,6
973,P06315,Secreted,Secreted,6
974,A0A0C4DH55,Secreted,Secreted,6
975,P01611,Secreted,Secreted,6
976,A0A0A0MT36,Secreted,Secreted,6
977,A0A075B6S2,Secreted,Secreted,6
978,P01614,Secreted,Secreted,6
981,P18627,Membrane,Membrane,9
982,Q6ISS4,Secreted,Secreted,6
983,P45984,Cytoplasm,Cytoplasm,4
984,Q15759,Cytoplasm,Cytoplasm,4
985,Q9BUB5,Cytoplasm,Cytoplasm,4
986,Q9HBH9,Nucleus,Nucleus,5
990,Q14165,Endoplasmic reticulum membrane,Endoplasmic reticulum membrane,0
991,Q15773,Cytoplasm,Cytoplasm,4
993,Q8IVH4,Mitochondrion,Mitochondrion,8
994,P51512,Cell membrane,Cell membrane,2
995,Q9BWT6,Nucleus,Nucleus,5
996,Q8NEH6,Nucleus,Nucleus,5
997,Q8TD46,Cell membrane,Cell membrane,2
998,Q15014,Nucleus,Nucleus,5
999,O96033,Cytoplasm,Cytoplasm,4
1000,Q8NHV5,Cell projection,Cell projection,1
1002,O15375,Cell membrane,Cell membrane,2
1003,P36021,Cell membrane,Cell membrane,2
1005,A6NCE7,Cytoplasm,Cytoplasm,4
1006,P0DKB6,Membrane,Membrane,9
1007,O00566,Nucleus,Nucleus,5
1008,Q14168,Cytoplasm,Cytoplasm,4
1009,Q96JB8,Cytoplasm,Cytoplasm,4
1010,P39210,Mitochondrion inner membrane,Mitochondrion,8
1011,O95297,Membrane,Membrane,9
1018,Q99685,Cytoplasm,Cytoplasm,4
1021,Q9BRQ6,Mitochondrion inner membrane,Mitochondrion,8
1022,Q29980,Cell membrane,Cell membrane,2
1023,Q8IYU8,Mitochondrion intermembrane space,Mitochondrion,8
1024,Q7Z3K6,Nucleus,Nucleus,5
1026,Q96T58,Nucleus,Nucleus,5
1027,Q9Y3D0,Nucleus,Nucleus,5
1030,Q16659,Cytoplasm,Cytoplasm,4
1031,Q9NPJ1,Cytoplasm,Cytoplasm,4
1032,Q9UL63,Cytoplasm,Cytoplasm,4
1033,P21741,Secreted,Secreted,6
1034,Q5VWP3,Nucleus,Nucleus,5
1037,P10916,Cytoplasm,Cytoplasm,4
1038,Q9UH92,Cytoplasm,Cytoplasm,4
1039,Q8N4V1,Endoplasmic reticulum membrane,Endoplasmic reticulum membrane,0
1040,P09238,Secreted,Secreted,6
1041,P51511,Membrane,Membrane,9
1042,P09237,Secreted,Secreted,6
1043,P14780,Secreted,Secreted,6
1044,Q6ZRQ5,Nucleus,Nucleus,5
1045,Q9NYZ2,Mitochondrion inner membrane,Mitochondrion,8
1046,Q6NUT3,Membrane,Membrane,9
1047,A6NFX1,Cell membrane,Cell membrane,2
1048,Q6ZSS7,Membrane,Membrane,9
1049,Q8NBP5,Membrane,Membrane,9
1050,Q9BQP7,Mitochondrion,Mitochondrion,8
1051,Q96A72,Nucleus,Nucleus,5
1052,Q8N4Q1,Mitochondrion intermembrane space,Mitochondrion,8
1053,Q96AX9,Cytoplasm,Cytoplasm,4
1054,Q5TGZ0,Mitochondrion inner membrane,Mitochondrion,8
1055,Q86XE3,Mitochondrion,Mitochondrion,8
1056,Q96C03,Mitochondrion outer membrane,Mitochondrion,8
1057,Q9NQG6,Mitochondrion outer membrane,Mitochondrion,8
1058,P20774,Secreted,Secreted,6
1061,Q99797,Mitochondrion matrix,Mitochondrion,8
1063,Q495T6,Membrane,Membrane,9
1064,P39900,Secreted,Secreted,6
1065,P45452,Secreted,Secreted,6
1066,P50281,Membrane,Membrane,9
1067,O60882,Secreted,Secreted,6
1068,O75900,Endoplasmic reticulum membrane,Endoplasmic reticulum membrane,0
1069,Q9H8L6,Secreted,Secreted,6
1070,Q96T76,Nucleus,Nucleus,5
1071,P50219,Nucleus,Nucleus,5
1072,Q9H3H1,Mitochondrion,Mitochondrion,8
1073,Q16653,Cell membrane,Cell membrane,2
1075,Q14149,Nucleus,Nucleus,5
1077,Q7RTX9,Cell membrane,Cell membrane,2
1078,O95907,Cell membrane,Cell membrane,2
1079,A0A0C5B5G6,Secreted,Secreted,6
1080,Q02750,Cytoplasm,Cytoplasm,4
1081,P45985,Cytoplasm,Cytoplasm,4
1082,P12107,Secreted,Secreted,6
1083,O43405,Secreted,Secreted,6
1084,Q9UH73,Nucleus,Nucleus,5
1085,Q9BQW3,Nucleus,Nucleus,5
1086,P23528,Nucleus matrix,Nucleus,5
1088,Q5KU26,Membrane,Membrane,9
1089,A8K830,Cytoplasm,Cytoplasm,4
1090,P01189,Secreted,Secreted,6
1091,Q9H0A8,Cytoplasm,Cytoplasm,4
1092,Q9P000,Nucleus,Nucleus,5
1093,P21964,Cytoplasm,Cytoplasm,4
1094,Q8NHY2,Nucleus speckle,Nucleus,5
1095,P53621,Secreted,Secreted,6
1096,O14579,Cytoplasm,Cytoplasm,4
1097,Q9Y678,Cytoplasm,Cytoplasm,4
1098,Q5HYK3,Mitochondrion inner membrane,Mitochondrion,8
1099,Q99807,Mitochondrion inner membrane,Mitochondrion,8
1100,Q9ULV4,Cell membrane,Cell membrane,2
1101,Q8IZC6,Secreted,Secreted,6
1102,P24468,Nucleus,Nucleus,5
1103,Q49B96,Cytoplasm,Cytoplasm,4
1104,Q7Z4L0,Mitochondrion inner membrane,Mitochondrion,8
1105,Q6UWD8,Membrane,Membrane,9
1107,O43303,Cytoplasm,Cytoplasm,4
1108,P05108,Mitochondrion inner membrane,Mitochondrion,8
1109,P05177,Endoplasmic reticulum membrane,Endoplasmic reticulum membrane,0
1110,P10635,Endoplasmic reticulum membrane,Endoplasmic reticulum membrane,0
1111,P05181,Endoplasmic reticulum membrane,Endoplasmic reticulum membrane,0
1112,P20815,Endoplasmic reticulum membrane,Endoplasmic reticulum membrane,0
1113,Q08477,Endoplasmic reticulum membrane,Endoplasmic reticulum membrane,0
1114,Q9HCS2,Endoplasmic reticulum membrane,Endoplasmic reticulum membrane,0
1115,Q7Z5Q1,Cytoplasm,Cytoplasm,4
1116,Q17RY0,Cytoplasm,Cytoplasm,4
1117,Q16630,Nucleus,Nucleus,5
1120,Q0P5P2,Secreted,Secreted,6
1121,Q9BSJ5,Membrane,Membrane,9
1127,O75718,Secreted,Secreted,6
1128,Q6UUV9,Cytoplasm,Cytoplasm,4
1130,P02489,Cytoplasm,Cytoplasm,4
1135,Q9Y2W7,Cytoplasm,Cytoplasm,4
1136,P09603,Secreted,Secreted,6
1137,P09919,Secreted,Secreted,6
1138,P0DML3,Secreted,Secreted,6
1139,Q7Z408,Cell membrane,Cell membrane,2
1140,Q7Z407,Cell membrane,Cell membrane,2
1141,Q6UVK1,Cell membrane,Cell membrane,2
1143,P17275,Nucleus,Nucleus,5
1144,Q9H910,Cytoplasm,Cytoplasm,4
1145,Q5VV43,Cell membrane,Cell membrane,2
1156,Q63ZY3,Cytoplasm,Cytoplasm,4
1158,Q92831,Nucleus,Nucleus,5
1159,Q92794,Nucleus,Nucleus,5
1160,O95251,Nucleus,Nucleus,5
1161,O75600,Mitochondrion,Mitochondrion,8
1162,Q96EK5,Cytoplasm,Cytoplasm,4
1163,Q9NYR9,Cytoplasm,Cytoplasm,4
1165,Q8NFY9,Cytoplasm,Cytoplasm,4
1166,P49674,Cytoplasm,Cytoplasm,4
1167,Q13303,Cytoplasm,Cytoplasm,4
1169,Q96CX2,Cell junction,Cell junction,3
1172,Q9NPI9,Membrane,Membrane,9
1173,B7U540,Cell membrane,Cell membrane,2
1174,Q14003,Cell membrane,Cell membrane,2
1175,Q8WWG9,Membrane,Membrane,9
1176,Q8TDN1,Cell membrane,Cell membrane,2
1177,O95259,Cell membrane,Cell membrane,2
1178,Q9UQ05,Membrane,Membrane,9
1179,Q9H252,Membrane,Membrane,9
1180,P48549,Membrane,Membrane,9
1181,P48050,Cell membrane,Cell membrane,2
1182,P48051,Membrane,Membrane,9
1183,O14649,Cell membrane,Cell membrane,2
1184,Q9NPC2,Cell membrane,Cell membrane,2
1185,Q7Z418,Cell membrane,Cell membrane,2
1186,O15554,Cell membrane,Cell membrane,2
1187,P51787,Cell membrane,Cell membrane,2
1188,O43525,Cell membrane,Cell membrane,2
1190,Q6PIU1,Cell membrane,Cell membrane,2
1191,P12277,Cytoplasm,Cytoplasm,4
1192,Q9Y597,Cell membrane,Cell membrane,2
1193,Q96MP8,Cell membrane,Cell membrane,2
1194,Q63HM1,Cytoplasm,Cytoplasm,4
1197,Q9H1H9,Cytoplasm,Cytoplasm,4
1198,Q9NQT8,Cytoplasm,Cytoplasm,4
1199,Q9ULI4,Cytoplasm,Cytoplasm,4
1200,Q9NS87,Cytoplasm,Cytoplasm,4
1201,Q03426,Cytoplasm,Cytoplasm,4
1202,P10721,Cell membrane,Cell membrane,2
1203,Q07866,Cell projection,Cell projection,1
1204,Q6P597,Cytoplasm,Cytoplasm,4
1205,Q6PID8,Nucleus,Nucleus,5
1206,Q8IXV7,Cytoplasm,Cytoplasm,4
1207,Q9Y2U9,Nucleus,Nucleus,5
1209,O14901,Nucleus,Nucleus,5
1210,Q5JT82,Nucleus,Nucleus,5
1211,Q9Y5W3,Nucleus,Nucleus,5
1212,Q13886,Nucleus,Nucleus,5
1213,Q53GT1,Cytoplasm,Cytoplasm,4
1216,Q9UH77,Cytoplasm,Cytoplasm,4
1217,A4D1S0,Membrane,Membrane,9
1218,Q8NEZ4,Nucleus,Nucleus,5
1219,Q9NQR1,Nucleus,Nucleus,5
1220,A6PVL3,Membrane,Membrane,9
1221,Q76NI1,Cell projection,Cell projection,1
1222,P46019,Cell membrane,Cell membrane,2
1223,O94806,Cytoplasm,Cytoplasm,4
1225,Q9P0S3,Endoplasmic reticulum membrane,Endoplasmic reticulum membrane,0
1226,Q9Y619,Mitochondrion inner membrane,Mitochondrion,8
1228,Q9NPF4,Cytoplasm,Cytoplasm,4
1230,Q7RTS5,Cell membrane,Cell membrane,2
1231,Q9NRC9,Secreted,Secreted,6
1234,Q6GTS8,Secreted,Secreted,6
1237,Q9Y5P8,Nucleus,Nucleus,5
1239,P68402,Cytoplasm,Cytoplasm,4
1240,P04054,Secreted,Secreted,6
1241,Q86U42,Nucleus,Nucleus,5
1242,Q9UKS6,Cytoplasm,Cytoplasm,4
1243,P41586,Cell membrane,Cell membrane,2
1245,Q9BSG0,Secreted,Secreted,6
1246,P09466,Secreted,Secreted,6
1247,Q13093,Secreted,Secreted,6
1249,P01298,Secreted,Secreted,6
1251,P05120,Cytoplasm,Cytoplasm,4
1252,Q13153,Cytoplasm,Cytoplasm,4
1253,Q9NQU5,Cytoplasm,Cytoplasm,4
1254,A0A0B4J2A2,Cytoplasm,Cytoplasm,4
1255,Q9ULE6,Cytoplasm,Cytoplasm,4
1256,Q9NP74,Cytoplasm,Cytoplasm,4
1257,Q9BZ23,Mitochondrion,Mitochondrion,8
1258,Q7Z3H0,Cytoplasm,Cytoplasm,4
1259,Q96RD6,Cell membrane,Cell membrane,2
1260,Q8NDF8,Nucleus,Nucleus,5
1261,P51003,Cytoplasm,Cytoplasm,4
1263,Q8N4S7,Membrane,Membrane,9
1264,Q9NXK6,Cell membrane,Cell membrane,2
1265,Q6TCH4,Cell membrane,Cell membrane,2
1266,Q8TEZ7,Cell membrane,Cell membrane,2
1268,Q460N3,Nucleus,Nucleus,5
1269,Q9UGN5,Nucleus,Nucleus,5
1270,Q8IXQ6,Cytoplasm,Cytoplasm,4
1271,Q02548,Nucleus,Nucleus,5
1272,P26367,Nucleus,Nucleus,5
1273,P49023,Cytoplasm,Cytoplasm,4
1274,Q9BUH6,Nucleus,Nucleus,5
1275,Q9BYU1,Nucleus,Nucleus,5
1276,Q9BZA7,Cell membrane,Cell membrane,2
1277,Q9BZA8,Cell membrane,Cell membrane,2
1278,Q8TAB3,Cell membrane,Cell membrane,2
1279,Q9Y5H6,Cell membrane,Cell membrane,2
1280,Q9Y5H5,Cell membrane,Cell membrane,2
1281,Q9Y5I1,Cell membrane,Cell membrane,2
1282,Q9Y5I0,Cell membrane,Cell membrane,2
1283,Q9H158,Cell membrane,Cell membrane,2
1284,Q9Y5I4,Cell membrane,Cell membrane,2
1285,Q9HC56,Cell membrane,Cell membrane,2
1286,Q4G0U5,Cytoplasm,Cytoplasm,4
1287,O94913,Nucleus,Nucleus,5
1290,Q7RTS6,Cell membrane,Cell membrane,2
1292,O43613,Cell membrane,Cell membrane,2
1294,P51575,Membrane,Membrane,9
1295,Q9UBL9,Cell membrane,Cell membrane,2
1296,P56373,Membrane,Membrane,9
1297,P47900,Cell membrane,Cell membrane,2
1299,Q8TCG2,Cytoplasm,Cytoplasm,4
1301,P04637,Nucleus,Nucleus,5
1302,Q9NZ20,Secreted,Secreted,6
1303,Q96DU9,Mitochondrion matrix,Mitochondrion,8
1304,Q15004,Nucleus,Nucleus,5
1306,P05121,Secreted,Secreted,6
1307,P0DN37,Cytoplasm,Cytoplasm,4
1308,A6NDB9,Cytoplasm,Cytoplasm,4
1309,O75781,Cell membrane,Cell membrane,2
1310,Q58A45,Cytoplasm,Cytoplasm,4
1311,Q8TE04,Cytoplasm,Cytoplasm,4
1314,Q9BWT3,Nucleus,Nucleus,5
1315,Q9BXP8,Secreted,Secreted,6
1316,Q9H0J9,Nucleus,Nucleus,5
1317,Q460N5,Nucleus,Nucleus,5
1318,P55085,Cell membrane,Cell membrane,2
1319,Q86W56,Nucleus,Nucleus,5
1320,Q9NWS1,Cytoplasm,Cytoplasm,4
1321,Q9NVD7,Cell junction,Cell junction,3
1322,Q9HBI1,Cell junction,Cell junction,3
1323,Q8IV76,Nucleus,Nucleus,5
1324,Q6UY27,Secreted,Secreted,6
1325,P0C8F1,Secreted,Secreted,6
1326,Q16656,Nucleus,Nucleus,5
1327,Q02297,Cell membrane,Cell membrane,2
1328,P48552,Nucleus,Nucleus,5
1329,Q9Y6Y0,Cytoplasm,Cytoplasm,4
1331,P37198,Nucleus,Nucleus,5
1332,O60356,Nucleus,Nucleus,5
1333,Q15646,Nucleus,Nucleus,5
1339,Q5BJF6,Cytoplasm,Cytoplasm,4
1340,Q02218,Mitochondrion matrix,Mitochondrion,8
1341,O95948,Nucleus,Nucleus,5
1342,Q96PE5,Cell membrane,Cell membrane,2
1343,Q14982,Cell membrane,Cell membrane,2
1344,Q9UHM6,Cell membrane,Cell membrane,2
1345,Q6U736,Membrane,Membrane,9
1346,P04001,Cell membrane,Cell membrane,2
1347,P47884,Cell membrane,Cell membrane,2
1348,Q8WZA6,Cell membrane,Cell membrane,2
1349,Q8NHA8,Cell membrane,Cell membrane,2
1350,Q8NGS3,Cell membrane,Cell membrane,2
1351,Q8NGR3,Cell membrane,Cell membrane,2
1352,Q8NGS0,Cell membrane,Cell membrane,2
1353,Q15612,Cell membrane,Cell membrane,2
1354,Q96R48,Cell membrane,Cell membrane,2
1355,Q9GZK3,Cell membrane,Cell membrane,2
1356,Q5JQS5,Cell membrane,Cell membrane,2
1357,Q9H210,Cell membrane,Cell membrane,2
1358,Q8NGZ5,Cell membrane,Cell membrane,2
1359,Q9GZK4,Cell membrane,Cell membrane,2
1360,Q8NH16,Cell membrane,Cell membrane,2
1361,Q8NG80,Cell membrane,Cell membrane,2
1362,Q8N349,Cell membrane,Cell membrane,2
1363,Q8NG83,Cell membrane,Cell membrane,2
1364,Q9NQN1,Cell membrane,Cell membrane,2
1365,Q8NH00,Cell membrane,Cell membrane,2
1366,A6NH00,Cell membrane,Cell membrane,2
1367,Q9Y3N9,Cell membrane,Cell membrane,2
1368,Q8NG97,Cell membrane,Cell membrane,2
1369,P47881,Cell membrane,Cell membrane,2
1370,P47883,Cell membrane,Cell membrane,2
1371,Q8NGQ1,Cell membrane,Cell membrane,2
1372,Q13415,Nucleus,Nucleus,5
1374,Q9ULD0,Mitochondrion matrix,Mitochondrion,8
1375,Q8N543,Cytoplasm,Cytoplasm,4
1376,Q6PK18,Membrane,Membrane,9
1377,Q6UX06,Secreted,Secreted,6
1378,P23515,Cell membrane,Cell membrane,2
1379,P47874,Cytoplasm,Cytoplasm,4
1380,P08100,Membrane,Membrane,9
1381,P04000,Membrane,Membrane,9
1382,Q9Y585,Cell membrane,Cell membrane,2
1383,Q15619,Cell membrane,Cell membrane,2
1384,Q8NH94,Cell membrane,Cell membrane,2
1385,Q8NGR8,Cell membrane,Cell membrane,2
1386,O95047,Cell membrane,Cell membrane,2
1387,P58173,Cell membrane,Cell membrane,2
1388,Q8N628,Cell membrane,Cell membrane,2
1389,Q13607,Cell membrane,Cell membrane,2
1390,Q5TZ20,Cell membrane,Cell membrane,2
1391,Q8NGU4,Cell membrane,Cell membrane,2
1392,O76002,Cell membrane,Cell membrane,2
1393,Q8NG85,Cell membrane,Cell membrane,2
1394,A3KFT3,Cell membrane,Cell membrane,2
1395,O43869,Cell membrane,Cell membrane,2
1396,Q8NHB1,Cell membrane,Cell membrane,2
1397,Q7Z3T1,Cell membrane,Cell membrane,2
1398,Q8NGV0,Cell membrane,Cell membrane,2
1399,P0C645,Cell membrane,Cell membrane,2
1400,Q96R69,Cell membrane,Cell membrane,2
1401,Q8NGB9,Cell membrane,Cell membrane,2
1402,Q8NGD2,Cell membrane,Cell membrane,2
1403,Q8NGD3,Cell membrane,Cell membrane,2
1404,Q8NGD5,Cell membrane,Cell membrane,2
1405,Q8NGB6,Cell membrane,Cell membrane,2
1406,Q8IXE1,Cell membrane,Cell membrane,2
1407,Q8NH05,Cell membrane,Cell membrane,2
1408,Q96R09,Cell membrane,Cell membrane,2
1409,Q8NGK9,Cell membrane,Cell membrane,2
1410,O95221,Cell membrane,Cell membrane,2
1411,A6NKK0,Cell membrane,Cell membrane,2
1412,Q8NGV6,Cell membrane,Cell membrane,2
1413,Q13606,Cell membrane,Cell membrane,2
1414,Q8NHB7,Cell membrane,Cell membrane,2
1415,Q8NGL2,Cell membrane,Cell membrane,2
1416,Q8NGP8,Cell membrane,Cell membrane,2
1417,Q8NGP6,Cell membrane,Cell membrane,2
1418,Q6IEU7,Cell membrane,Cell membrane,2
1419,Q8NG75,Cell membrane,Cell membrane,2
1420,Q8NGA2,Cell membrane,Cell membrane,2
1421,O14581,Cell membrane,Cell membrane,2
1422,O76099,Cell membrane,Cell membrane,2
1423,Q8NGA0,Cell membrane,Cell membrane,2
1424,Q8NG95,Cell membrane,Cell membrane,2
1425,Q96RD0,Cell membrane,Cell membrane,2
1426,Q96RC9,Cell membrane,Cell membrane,2
1427,Q15617,Cell membrane,Cell membrane,2
1428,Q8N146,Cell membrane,Cell membrane,2
1429,P0C7N5,Cell membrane,Cell membrane,2
1430,Q8NGU1,Cell membrane,Cell membrane,2
1432,Q9UBD5,Nucleus,Nucleus,5
1433,O43929,Nucleus,Nucleus,5
1434,O43913,Nucleus,Nucleus,5
1435,Q9BXB5,Cytoplasm,Cytoplasm,4
1436,Q9H0X9,Endoplasmic reticulum membrane,Endoplasmic reticulum membrane,0
1437,Q9BZF2,Cytoplasm,Cytoplasm,4
1439,Q01804,Cytoplasm,Cytoplasm,4
1440,Q7RTZ1,Secreted,Secreted,6
1441,Q12889,Cytoplasmic vesicle,Cytoplasm,4
1442,Q6IE37,Secreted,Secreted,6
1443,P83859,Secreted,Secreted,6
1444,A6NF01,Nucleus,Nucleus,5
1445,A8CG34,Nucleus,Nucleus,5
1446,Q969Q6,Nucleus,Nucleus,5
1447,Q15391,Cell membrane,Cell membrane,2
1448,Q96FE7,Cell membrane,Cell membrane,2
1450,Q5MIZ7,Cytoplasm,Cytoplasm,4
1451,Q53H96,Cytoplasm,Cytoplasm,4
1452,Q8N7H5,Nucleus,Nucleus,5
1454,Q9BTK6,Nucleus,Nucleus,5
1455,Q8WX93,Cytoplasm,Cytoplasm,4
1456,O95478,Nucleus,Nucleus,5
1457,Q9NXX6,Nucleus,Nucleus,5
1458,Q9H0G5,Nucleus,Nucleus,5
1459,Q9H649,Mitochondrion matrix,Mitochondrion,8
1461,Q8TCD5,Cytoplasm,Cytoplasm,4
1462,Q8N1F7,Nucleus membrane,Nucleus,5
1463,P52948,Nucleus membrane,Nucleus,5
1464,O15504,Nucleus,Nucleus,5
1465,O15381,Nucleus,Nucleus,5
1466,Q9UBU9,Nucleus,Nucleus,5
1467,Q6DKJ4,Cytoplasm,Cytoplasm,4
1468,Q9GZU5,Secreted,Secreted,6
1469,Q9H208,Cell membrane,Cell membrane,2
1470,Q9H209,Cell membrane,Cell membrane,2
1471,Q8NH19,Cell membrane,Cell membrane,2
1472,Q8NH80,Cell membrane,Cell membrane,2
1473,Q8NHC4,Cell membrane,Cell membrane,2
1474,Q8NGE3,Cell membrane,Cell membrane,2
1475,Q8NGN2,Cell membrane,Cell membrane,2
1476,Q8NGF6,Cell membrane,Cell membrane,2
1477,Q8NG94,Cell membrane,Cell membrane,2
1478,Q8NGX0,Cell membrane,Cell membrane,2
1479,Q9UGF7,Cell membrane,Cell membrane,2
1480,Q8NGS9,Cell membrane,Cell membrane,2
1481,Q8NGT2,Cell membrane,Cell membrane,2
1482,A6ND48,Cell membrane,Cell membrane,2
1483,Q8NHC6,Cell membrane,Cell membrane,2
1484,Q8NGT7,Cell membrane,Cell membrane,2
1485,A4D2G3,Cell membrane,Cell membrane,2
1486,Q8NGZ0,Cell membrane,Cell membrane,2
1487,Q8NG84,Cell membrane,Cell membrane,2
1488,Q8NH01,Cell membrane,Cell membrane,2
1489,Q8NH02,Cell membrane,Cell membrane,2
1490,Q8NGX1,Cell membrane,Cell membrane,2
1491,Q8NH70,Cell membrane,Cell membrane,2
1492,Q8NGJ7,Cell membrane,Cell membrane,2
1493,Q9Y5P1,Cell membrane,Cell membrane,2
1494,Q9H339,Cell membrane,Cell membrane,2
1495,Q8NGF3,Cell membrane,Cell membrane,2
1496,Q9H255,Cell membrane,Cell membrane,2
1497,Q8NGF1,Cell membrane,Cell membrane,2
1498,P0C646,Cell membrane,Cell membrane,2
1499,Q8NH54,Cell membrane,Cell membrane,2
